q_scale,q_shift,n,m,rho_tor,omega_kHz,gamma_cs_a,omega_n_kHz,omega_n_cs_a,omega_e_plasma_kHz,omega_e_lab_kHz,peak_percentage,nu,zeff,eta,shat,beta,ky,ModIndex,mu,xstar
0.9,0.0,3,15,0.9733736489437965,47.378539720018466,0.06764243572163414,21.088497899334847,0.7626326411393803,46.55774797811517,46.55774797811517,0.7623815636161803,1.5030110931014553,2.7885369861203984,1.2077318261526653,0.007315805572437936,0.0005718723615686604,0.03381926706811645,1,2.630556730440035,9.770639284491459
0.9005,0.0,3,15,0.9732904420793402,47.555360164580094,0.06854954420265687,21.154672665139792,0.7650257483518289,46.67382385656783,46.67382385656783,0.7642823022376973,1.4995217454390222,2.7885369861203984,1.2063127421243607,0.007291977639598023,0.0005757421227335818,0.03389186940522648,1,2.5992405788871613,9.770639284491459
0.9009999999999999,0.0,3,15,0.9731240283504278,47.8800040379746,0.07027825144030528,21.273964870365035,0.7693397649296118,46.876417687807795,46.876417687807795,0.7675997694380507,1.4925997639982207,2.7885369861203984,1.2034640920699913,0.007240505344521096,0.0005835424495273831,0.034018506126340414,1,2.5366082757814548,9.770639284491459
0.9014999999999999,0.0,3,15,0.9729576146215153,48.2011830101225,0.071935458640413,21.391463221915423,0.7735889095865777,47.07409138109778,47.07409138109778,0.770836669544281,1.4857591655209872,2.7885369861203984,1.2006017490599081,0.007183874940734936,0.0005914236309137404,0.034145307253281666,1,2.473975972675749,9.770639284491459
0.9019999999999998,0.0,3,15,0.972874407757059,48.373929884849936,0.07275459795971738,21.455484511806304,0.7759041397007231,47.1841621572268,47.1841621572268,0.7726390748163989,1.482371505388529,2.7885369861203984,1.1991655388282088,0.00715359892035153,0.000595394455239671,0.03421820448438646,1,2.442659821122875,9.770639284491459
0.9024999999999997,0.0,3,15,0.9727079940281466,48.690332508281365,0.07430056519191164,21.570320764818938,0.7800570137153459,47.374534616928656,47.374534616928656,0.7757564174671899,1.475652592608157,2.7885369861203984,1.196283269658012,0.007089067590703872,0.0006033963872426302,0.03434529044889057,1,2.380027518017169,9.770639284491459
0.9029999999999997,0.0,3,15,0.9725415802992341,49.00379325340025,0.07576948522084427,21.683362185045176,0.7841449804011098,47.56002765413937,47.56002765413937,0.7787938597381324,1.4690145131052355,2.7885369861203984,1.1933880570855886,0.007019157778995428,0.0006114784405032905,0.03447255292446003,1,2.3173952149114627,9.770639284491459
0.9034999999999996,0.0,3,15,0.9723751665703215,0.0,-78.81657250244804,21.79454476492667,0.7881657250244805,47.74050953751179,47.74050953751179,0.7817492445328296,1.4624570111567248,2.7885369861203984,1.1904797761290804,0.0069437989198432234,0.0006196402741356162,0.03459999745323143,1,2.2547629118057144,9.770639284491459
0.9039999999999996,0.0,3,15,0.9722919597058653,49.48250337366651,0.07784425968747305,21.85546582715233,0.7903688402396061,47.84206708765553,47.84206708765553,0.7834122460146024,1.4592105376628037,2.7885369861203984,1.1890206992622645,0.006904052381882387,0.0006237509903559803,0.03467332774067801,1,2.2234467602528825,9.770639284491459
0.9044999999999995,0.0,3,15,0.9721255459769529,0.0,-79.42854332660988,21.963768382480072,0.7942854332660988,48.01482925293842,48.01482925293842,0.7862412206841676,1.452773406518957,2.7885369861203984,1.1860924963695492,0.006820380704634012,0.0006320317564822806,0.03480108586523429,1,2.160814457147176,9.770639284491459
0.9049999999999995,0.0,3,15,0.9719591322480403,50.09451104647292,0.08030742746598116,22.070105828386154,0.7981309611747475,48.182374245808774,48.182374245808774,0.7889847643302349,1.4464161987770199,2.7885369861203984,1.183151028838181,0.006731054094249661,0.000640391255897158,0.034929040552754656,1,2.098182154041428,9.770639284491459
0.9054999999999994,0.0,3,15,0.9717927185191279,0.0,-80.19057693563728,22.174487715699115,0.8019057693563728,48.344739074739344,48.344739074739344,0.7916434829653061,1.440138621540628,2.7885369861203984,1.1801964354068122,0.0066359706183236715,0.0006488290196649597,0.03505719831869445,1,2.0355498509357224,9.770639284491459
0.9059999999999994,0.0,3,15,0.9717095116546717,0.0,-80.39884525158844,22.23207856228119,0.8039884525158844,48.43734580109822,48.43734580109822,0.7931599150074238,1.4370317015076401,2.7885369861203984,1.1787142243765159,0.006586239188825437,0.0006530770980478378,0.03513099807785209,1,2.00423369938289,9.770639284491459
0.9064999999999993,0.0,3,15,0.9715430979257591,50.86684216362519,0.08299867206837667,22.33354530695369,0.8076578391097888,48.591987451114804,48.591987451114804,0.7956921668464786,1.4308729650758578,2.7885369861203984,1.175739981416448,0.006482286971311424,0.0006616313290716597,0.03525950369925421,1,1.9416013962771421,9.770639284491459
0.9069999999999993,0.0,3,15,0.9713766841968466,51.16917264031632,0.08397212030783273,22.433050811979825,0.8112563005302386,48.74147037749877,48.74147037749877,0.7981399447588489,1.4247930384286656,2.7885369861203984,1.172752640112132,0.006375503661229909,0.0006702625505877311,0.03538822795540139,1,1.8789690931714358,9.770639284491459
0.9074999999999992,0.0,3,15,0.9712102704679342,51.46914484470053,0.08492143843148955,22.530583975091048,0.814783435281004,48.885783279734355,48.885783279734355,0.8005030636989674,1.4187915582655755,2.7885369861203984,1.1697521614965967,0.006270240069410425,0.0006789702120058844,0.035517160131552025,1,1.8163367900657297,9.770639284491459
0.9079999999999991,0.0,3,15,0.9710438567390217,51.76684613861883,0.08587151466576669,22.626130117925758,0.8182387125420276,49.024906588706415,49.024906588706415,0.8027812032232294,1.4128681445176652,2.7885369861203984,1.1667384715456044,0.006166579158036677,0.0006877537390109623,0.035646284229549734,1,1.7537044869600236,9.770639284491459
0.9084999999999991,0.0,3,15,0.9708774430101093,52.0622906636575,0.08685018680246055,22.719674523745145,0.8216216001053995,49.15882009496143,49.15882009496143,0.8049740324025105,1.40702240294314,2.7885369861203984,1.163711458259835,0.006064517366028314,0.0006966125333347493,0.03577558430741274,1,1.6910721838543175,9.770639284491459
0.908999999999999,0.0,3,15,0.9707110292811967,52.355356861155805,0.08788759697800787,22.811203907300325,0.8249316175308107,49.28750683585237,49.28750683585237,0.8070812734740336,1.401253926248087,2.7885369861203984,1.160671003430853,0.005964052330010341,0.0007055459727619015,0.03590504448070563,1,1.6284398807485694,9.770639284491459
0.909499999999999,0.0,3,15,0.9705446155522842,52.645755607021556,0.08901511585030962,22.90070426984514,0.8281682585754362,49.41094754501386,49.41094754501386,0.8091026109517111,1.395562294761188,2.7885369861203984,1.1576169432516759,0.005865183205768294,0.000714553411541138,0.03603464892576149,1,1.565807577642863,9.770639284491459
0.9099999999999989,0.0,3,15,0.9702949949589155,53.06065452944763,0.09091953956486601,23.02478635568993,0.8326554937164881,49.57258981992794,49.57258981992794,0.8117494977889653,1.3871659700021175,2.7885369861203984,1.1530097632231653,0.0057198751008150465,0.0007282018424219261,0.036219393971020086,1,1.471859122984283,9.770639284491459
0.9104999999999989,0.0,3,15,0.970128581230003,53.341868975053075,0.09240349239095849,23.10914629557481,0.8357062393915888,49.68283902274878,49.68283902274878,0.813554824792185,1.3816645608424414,2.7885369861203984,1.1499210047522437,0.005624997146581297,0.0007373912917297849,0.036349260071293694,1,1.409226819878577,9.770639284491459
0.9109999999999988,0.0,3,15,0.9699621675010905,53.61785812024583,0.09407367714371305,23.191397702930576,0.8386807332758184,49.787692676584086,49.787692676584086,0.8152717998614991,1.3762384492042308,2.7885369861203984,1.1468172515661996,0.005531729570742323,0.0007466522908699933,0.0364792154365857,1,1.3465945167728708,9.770639284491459
0.9114999999999988,0.0,3,15,0.9697957537721781,53.88758688131185,0.09594644893655072,23.271535994556906,0.8415788096248841,49.887154132336676,49.887154132336676,0.8169004778678288,1.3708872020905398,2.7885369861203984,1.1436983851863083,0.0054400742565189186,0.0007559840552472506,0.036609243990677075,1,1.2839622136671645,9.770639284491459
0.9119999999999987,0.0,3,15,0.9695461331788093,54.26557926338332,0.09913406970766446,23.382181433027213,0.8455801293667372,50.01463307158467,50.01463307158467,0.8189879412279059,1.3629974975516628,2.7885369861203984,1.1390062862543382,0.005305436998098881,0.0007701129006857938,0.03679436058475461,1,1.1900137590085844,9.770639284491459
0.9124999999999986,0.0,3,15,0.9693797194498969,54.51934941183567,0.1015491538509519,23.458549488622854,0.8483418610090567,50.104575393945396,50.104575393945396,0.8204607437438024,1.3578307318212472,2.7885369861203984,1.1358769611158424,0.005217491864166316,0.000779618849548985,0.036924484545498334,1,1.127381455902878,9.770639284491459
0.9129999999999986,0.0,3,15,0.9691300988565281,54.87053647453332,0.10553189827932621,23.56429503331666,0.8521659837333738,50.21981723653062,50.21981723653062,0.8223478250559275,1.3502141132645682,2.7885369861203984,1.1311826713053261,0.005088310814412897,0.0007940068396241868,0.037109620917491676,1,1.033433001244298,9.770639284491459
0.9134999999999985,0.0,3,15,0.9689636851276157,55.103450493232835,0.10843732363818165,23.637453736746608,0.8548116541592828,50.30172062438798,50.30172062438798,0.8236889902886082,1.3452268457525773,2.7885369861203984,1.1280515737695265,0.005004053591740837,0.0008036842381411654,0.03723977795415188,1,0.9708006981385918,9.770639284491459
0.9139999999999985,0.0,3,15,0.9687140645342469,55.41895821562611,0.11305529943300412,23.738273218652157,0.8584576335045617,50.404711394746855,50.404711394746855,0.8253754607033958,1.3378757768932255,2.7885369861203984,1.1233520623202602,0.004880508964804333,0.0008183273059534906,0.037424843265920146,1,0.8768522434800118,9.770639284491459
0.9144999999999984,0.0,3,15,0.9685476508053344,55.62596652073088,0.1163058755015567,23.80816515713251,0.8609851664702598,50.478462860004825,50.478462860004825,0.826583138476573,1.3330630875561007,2.7885369861203984,1.1202164268791779,0.0048000725139947025,0.0008281733082237687,0.03755497201704777,1,0.8142199403743056,9.770639284491459
0.9149999999999984,0.0,3,15,0.9682980302119657,55.90003242648795,0.1213049721132555,23.904004051201472,0.864451030623154,50.56911187258113,50.56911187258113,0.828067513021078,1.3259703145348911,2.7885369861203984,1.115508002938085,0.004682362386612764,0.0008430670151013229,0.03773987382894037,1,0.7202714857157254,9.770639284491459
0.9154999999999983,0.0,3,15,0.968048409618597,56.14782304181171,0.12639862281567565,23.996814948227065,0.8678073919848315,50.652292328175974,50.652292328175974,0.8294295901951825,1.3190291533081937,2.7885369861203984,1.1107923046228374,0.00456825356699996,0.0008581088254423616,0.037924614728537254,1,0.6263230310571453,9.770639284491459
0.9159999999999983,0.0,3,15,0.9677987890252282,56.36904318485394,0.13149002925569042,24.086574302742715,0.8710533990702102,50.727959851255626,50.727959851255626,0.8306686433510083,1.312237146574243,2.7885369861203984,1.1060678539695568,0.004457824519182253,0.0008732969341099442,0.03810916065453547,1,0.5323745763985651,9.770639284491459
0.9164999999999982,0.0,3,15,0.9675491684318596,56.56387463926185,0.1364893439276866,24.173260862479182,0.874188283324114,50.796072691003154,50.796072691003154,0.8317839888203268,1.305591894499069,2.7885369861203984,1.1013330795534872,0.00435115556951882,0.000888629458121481,0.03829347721481159,1,0.43842612174002676,9.770639284491459
0.9169999999999981,0.0,3,15,0.9672995478384908,56.732855025451144,0.14131528561604645,24.256845790121936,0.8772110018900318,50.856578334783094,50.856578334783094,0.832774766710491,1.2990910538011742,2.7885369861203984,1.0965866203219754,0.004248330690900474,0.0009041044350261144,0.03847752966776766,1,0.3444776670814466,9.770639284491459
0.9174999999999981,0.0,3,15,0.9670499272451221,56.87683434010876,0.14589597364391774,24.337323760521116,0.8801213621922228,50.909455346476406,50.909455346476406,0.8336406260057697,1.2927323396802148,2.7885369861203984,1.0918263588644614,0.004149432032615414,0.000919719827253316,0.03866128293763315,1,0.25052921242286647,9.770639284491459
0.917999999999998,0.0,3,15,0.9668003066517533,56.99653485304999,0.15016762393598365,24.41446931237574,0.8829112107743213,50.95438623546953,50.95438623546953,0.8343763678080008,1.2865135078924894,2.7885369861203984,1.0870568835031225,0.004054580889310918,0.0009354734864106465,0.038844701416219124,1,0.15658075776428632,9.770639284491459
0.918499999999998,0.0,3,15,0.9664674791939284,57.10964326744982,0.15526175804598757,24.50739442537396,0.8862717025785405,50.992244491822085,50.992244491822085,0.8349962954876518,1.2784342438747731,2.7885369861203984,1.0806881223989602,0.00393460269594415,0.0009566894175846843,0.039081621565143554,1,0.031316151552873976,9.770639284491459
0.9189999999999979,0.0,3,15,0.9662178586005596,57.176770186449346,0.158615703353799,24.576262273157475,0.8887622009011538,51.01791305881549,51.01791305881549,0.8354166174123595,1.2725332053234968,2.7885369861203984,1.0759020428642616,0.003849601838337746,0.0009727564740663997,0.03926408706730749,1,-0.06263230310570617,9.770639284491459
0.9194999999999979,0.0,3,15,0.9658850311427347,57.22442887658852,0.16234397602708928,24.65804140594445,0.8917196157120676,51.02991663931425,51.02991663931425,0.8356131756409478,1.264869894828839,2.7885369861203984,1.0695040534327345,0.0037430850072815145,0.0009943811779122046,0.039499533701325557,1,-0.1878969093171185,9.770639284491459
0.9199999999999978,0.0,3,15,0.9655522036849097,57.238927178723266,0.16519850356539026,24.73338254791627,0.8944442106245503,51.02701075963252,51.02701075963252,0.8355655919584964,1.2574375451475026,2.7885369861203984,1.0630825832567496,0.0036445661005283523,0.0010162309223151126,0.039733999235213854,1,-0.31316151552857263,9.770639284491459
0.9204999999999978,0.0,3,15,0.9652193762270848,57.22318823069073,0.16713654677238637,24.80224059525498,0.8969343545293599,51.0090964328068,51.0090964328068,0.8352722454567941,1.2502314840298416,2.7885369861203984,1.056632594821516,0.0035542793466401107,0.0010382991584021435,0.039967393178466266,1,-0.43842612173998496,9.770639284491459
