name,factor,offset,log
nu,0.10869222557916602,-4.605170185988091,1
zeff,0.2500112158156555,1.0,0
eta,0.22225101624398502,0.5,0
shat,0.14477930493483063,-6.907064517612715,1
beta,0.18875804335441165,-7.600902459542082,1
ky,3.449991899936518,0.01,0
mu_norm,1.0001402804777535,0.0,0
gamma_omega_n,0.27024317989388047,2.569843563179505e-09,0
