q_scale,q_shift,n,m,rho_tor,omega_plasma_kHz,omega_lab_kHz,gamma_cs_a,omega_n_kHz,omega_n_cs_a,omega_e_plasma_kHz,omega_e_lab_kHz,peak_percentage,nu,zeff,eta,shat,beta,ky,ModIndex,mu,xstar
1.03,0.0,3,17.0,0.9706157404752377,59.99771691932389,68.71429575632024,0.10846956889945568,25.899647274324654,0.9245072235133384,55.91540838935718,64.63198722635353,0.9778466681638374,1.3582112828571813,3.1922310280099824,1.1589254786797176,0.005734801604173961,0.0007106948783195592,0.04073185394710222,1,1.4101748668386582,8.984193050578522
1.03,0.0,4,23.0,0.9746113348924462,67.16362578811778,78.53337405694245,0.07508685066841826,30.860023870352894,1.10157156519342,68.76835902754448,80.13810729636914,0.9019639579746613,1.1348539626520309,3.1922310280099824,1.2283961709313511,0.007307399804700835,0.0005167225403698272,0.05035290291365167,1,2.8203497336772774,8.984193050578522
1.03,0.0,5,28.0,0.9656212474537269,0.0,15.077590642438523,0.0,46.12500215067251,1.6464663484100261,95.22108756017461,110.29867820261313,0.9991337903994609,0.7338486657711505,3.1922310280099824,1.0644137261852955,0.0035578505151216693,0.0010116834879119764,0.07401937392250449,1,-0.3525437167096548,8.984193050578522
